lot_id,wafer_id,die_id,test_result
4ca45ec7,1,1,PASS
4ca45ec7,1,2,PASS
4ca45ec7,1,3,PASS
4ca45ec7,1,4,PASS
4ca45ec7,1,5,PASS
4ca45ec7,1,6,PASS
4ca45ec7,1,7,PASS
4ca45ec7,1,8,PASS
4ca45ec7,1,9,PASS
4ca45ec7,1,10,PASS
4ca45ec7,1,11,PASS
4ca45ec7,1,12,PASS
4ca45ec7,1,13,PASS
4ca45ec7,1,14,PASS
4ca45ec7,1,15,PASS
4ca45ec7,1,16,PASS
4ca45ec7,1,17,PASS
4ca45ec7,1,18,PASS
4ca45ec7,1,19,PASS
4ca45ec7,1,20,PASS
4ca45ec7,1,21,PASS
4ca45ec7,1,22,FAIL
4ca45ec7,1,23,PASS
4ca45ec7,1,24,PASS
4ca45ec7,1,25,PASS
4ca45ec7,1,26,PASS
4ca45ec7,1,27,PASS
4ca45ec7,1,28,PASS
4ca45ec7,1,29,PASS
4ca45ec7,1,30,PASS
4ca45ec7,1,31,PASS
4ca45ec7,1,32,PASS
4ca45ec7,1,33,PASS
4ca45ec7,1,34,PASS
4ca45ec7,1,35,PASS
4ca45ec7,1,36,PASS
4ca45ec7,1,37,PASS
4ca45ec7,1,38,PASS
4ca45ec7,1,39,PASS
4ca45ec7,1,40,PASS
4ca45ec7,1,41,PASS
4ca45ec7,1,42,PASS
4ca45ec7,1,43,PASS
4ca45ec7,1,44,PASS
4ca45ec7,1,45,PASS
4ca45ec7,1,46,PASS
4ca45ec7,1,47,PASS
4ca45ec7,1,48,PASS
4ca45ec7,1,49,PASS
4ca45ec7,1,50,PASS
4ca45ec7,1,51,PASS
4ca45ec7,1,52,PASS
4ca45ec7,1,53,PASS
4ca45ec7,1,54,PASS
4ca45ec7,1,55,PASS
4ca45ec7,1,56,PASS
4ca45ec7,1,57,PASS
4ca45ec7,1,58,PASS
4ca45ec7,1,59,PASS
4ca45ec7,1,60,PASS
4ca45ec7,1,61,PASS
4ca45ec7,1,62,PASS
4ca45ec7,1,63,PASS
4ca45ec7,1,64,PASS
4ca45ec7,1,65,PASS
4ca45ec7,1,66,PASS
4ca45ec7,1,67,PASS
4ca45ec7,1,68,PASS
4ca45ec7,1,69,PASS
4ca45ec7,1,70,FAIL
4ca45ec7,1,71,PASS
4ca45ec7,1,72,FAIL
4ca45ec7,1,73,PASS
4ca45ec7,1,74,PASS
4ca45ec7,1,75,PASS
4ca45ec7,1,76,PASS
4ca45ec7,1,77,PASS
4ca45ec7,1,78,PASS
4ca45ec7,1,79,PASS
4ca45ec7,1,80,PASS
4ca45ec7,1,81,PASS
4ca45ec7,1,82,PASS
4ca45ec7,1,83,PASS
4ca45ec7,1,84,PASS
4ca45ec7,1,85,PASS
4ca45ec7,1,86,PASS
4ca45ec7,1,87,PASS
