lot_id,wafer_id,die_id,test_result
fbed3518,1,1,PASS
fbed3518,1,2,PASS
fbed3518,1,3,PASS
fbed3518,1,4,PASS
fbed3518,1,5,PASS
fbed3518,1,6,PASS
fbed3518,1,7,PASS
fbed3518,1,8,PASS
fbed3518,1,9,PASS
fbed3518,1,10,PASS
fbed3518,1,11,PASS
fbed3518,1,12,PASS
fbed3518,1,13,PASS
fbed3518,1,14,PASS
fbed3518,1,15,PASS
fbed3518,1,16,PASS
fbed3518,1,17,PASS
fbed3518,1,18,PASS
fbed3518,1,19,PASS
fbed3518,1,20,PASS
fbed3518,1,21,PASS
fbed3518,1,22,PASS
fbed3518,1,23,PASS
fbed3518,1,24,PASS
fbed3518,1,25,PASS
fbed3518,1,26,PASS
fbed3518,1,27,PASS
fbed3518,1,28,PASS
fbed3518,1,29,PASS
fbed3518,1,30,PASS
fbed3518,1,31,PASS
fbed3518,1,32,PASS
fbed3518,1,33,FAIL
fbed3518,1,34,PASS
fbed3518,1,35,PASS
fbed3518,1,36,PASS
fbed3518,1,37,PASS
fbed3518,1,38,PASS
fbed3518,1,39,PASS
fbed3518,1,40,PASS
fbed3518,1,41,PASS
fbed3518,1,42,PASS
fbed3518,1,43,PASS
fbed3518,1,44,FAIL
fbed3518,1,45,PASS
fbed3518,1,46,PASS
fbed3518,1,47,PASS
fbed3518,1,48,PASS
fbed3518,1,49,PASS
fbed3518,1,50,PASS
fbed3518,1,51,PASS
fbed3518,1,52,PASS
fbed3518,1,53,PASS
fbed3518,1,54,PASS
fbed3518,1,55,PASS
fbed3518,1,56,PASS
fbed3518,1,57,PASS
fbed3518,1,58,PASS
fbed3518,1,59,PASS
fbed3518,1,60,PASS
fbed3518,1,61,PASS
fbed3518,1,62,PASS
fbed3518,1,63,PASS
fbed3518,1,64,PASS
fbed3518,1,65,PASS
fbed3518,1,66,PASS
fbed3518,1,67,FAIL
fbed3518,1,68,PASS
fbed3518,1,69,PASS
fbed3518,1,70,PASS
fbed3518,1,71,PASS
fbed3518,1,72,PASS
fbed3518,1,73,FAIL
fbed3518,1,74,PASS
fbed3518,1,75,PASS
fbed3518,1,76,PASS
fbed3518,1,77,PASS
fbed3518,1,78,FAIL
fbed3518,1,79,PASS
fbed3518,1,80,PASS
fbed3518,1,81,PASS
fbed3518,1,82,PASS
fbed3518,1,83,PASS
fbed3518,1,84,PASS
fbed3518,1,85,PASS
fbed3518,1,86,PASS
fbed3518,1,87,PASS
fbed3518,1,88,PASS
fbed3518,1,89,PASS
fbed3518,1,90,PASS
fbed3518,1,91,PASS
fbed3518,1,92,PASS
fbed3518,1,93,FAIL
fbed3518,1,94,PASS
fbed3518,1,95,PASS
fbed3518,1,96,FAIL
fbed3518,1,97,PASS
fbed3518,1,98,PASS
fbed3518,1,99,PASS
fbed3518,1,100,PASS
fbed3518,2,1,PASS
fbed3518,2,2,PASS
fbed3518,2,3,PASS
fbed3518,2,4,PASS
fbed3518,2,5,PASS
fbed3518,2,6,PASS
fbed3518,2,7,PASS
fbed3518,2,8,PASS
fbed3518,2,9,PASS
fbed3518,2,10,PASS
fbed3518,2,11,PASS
fbed3518,2,12,PASS
fbed3518,2,13,PASS
fbed3518,2,14,PASS
fbed3518,2,15,PASS
fbed3518,2,16,PASS
fbed3518,2,17,PASS
fbed3518,2,18,PASS
fbed3518,2,19,PASS
fbed3518,2,20,PASS
fbed3518,2,21,PASS
fbed3518,2,22,PASS
fbed3518,2,23,PASS
fbed3518,2,24,PASS
fbed3518,2,25,PASS
fbed3518,2,26,PASS
fbed3518,2,27,PASS
fbed3518,2,28,PASS
fbed3518,2,29,PASS
fbed3518,2,30,PASS
fbed3518,2,31,PASS
fbed3518,2,32,PASS
fbed3518,2,33,PASS
fbed3518,2,34,PASS
fbed3518,2,35,PASS
fbed3518,2,36,PASS
fbed3518,2,37,FAIL
fbed3518,2,38,PASS
fbed3518,2,39,PASS
fbed3518,2,40,PASS
fbed3518,2,41,PASS
fbed3518,2,42,PASS
fbed3518,2,43,PASS
fbed3518,2,44,PASS
fbed3518,2,45,PASS
fbed3518,2,46,PASS
fbed3518,2,47,PASS
fbed3518,2,48,PASS
fbed3518,2,49,PASS
fbed3518,2,50,PASS
fbed3518,2,51,PASS
fbed3518,2,52,PASS
fbed3518,2,53,PASS
fbed3518,2,54,PASS
fbed3518,2,55,PASS
fbed3518,2,56,PASS
fbed3518,2,57,PASS
fbed3518,2,58,FAIL
fbed3518,2,59,PASS
fbed3518,2,60,PASS
fbed3518,2,61,FAIL
fbed3518,2,62,PASS
fbed3518,2,63,PASS
fbed3518,2,64,PASS
fbed3518,2,65,PASS
fbed3518,2,66,PASS
fbed3518,2,67,PASS
fbed3518,2,68,PASS
fbed3518,2,69,PASS
fbed3518,2,70,PASS
fbed3518,2,71,PASS
fbed3518,2,72,PASS
fbed3518,2,73,PASS
fbed3518,2,74,FAIL
fbed3518,2,75,PASS
fbed3518,2,76,PASS
fbed3518,2,77,PASS
fbed3518,2,78,PASS
fbed3518,2,79,PASS
fbed3518,2,80,PASS
fbed3518,2,81,PASS
fbed3518,2,82,PASS
fbed3518,2,83,PASS
fbed3518,2,84,PASS
fbed3518,2,85,PASS
fbed3518,2,86,PASS
fbed3518,2,87,PASS
fbed3518,2,88,PASS
fbed3518,2,89,PASS
fbed3518,2,90,PASS
fbed3518,2,91,PASS
fbed3518,2,92,PASS
fbed3518,2,93,FAIL
fbed3518,2,94,PASS
fbed3518,2,95,PASS
fbed3518,2,96,PASS
fbed3518,2,97,PASS
