lot_id,wafer_id,die_id,test_result
1d828f42,1,1,PASS
1d828f42,1,2,PASS
1d828f42,1,3,PASS
1d828f42,1,4,PASS
1d828f42,1,5,PASS
1d828f42,1,6,PASS
1d828f42,1,7,PASS
1d828f42,1,8,PASS
1d828f42,1,9,PASS
1d828f42,1,10,PASS
1d828f42,1,11,PASS
1d828f42,1,12,PASS
1d828f42,1,13,PASS
1d828f42,1,14,PASS
1d828f42,1,15,PASS
1d828f42,1,16,PASS
1d828f42,1,17,PASS
1d828f42,1,18,PASS
1d828f42,1,19,PASS
1d828f42,1,20,PASS
1d828f42,1,21,PASS
1d828f42,1,22,FAIL
1d828f42,1,23,PASS
1d828f42,1,24,PASS
1d828f42,1,25,PASS
1d828f42,1,26,PASS
1d828f42,1,27,PASS
1d828f42,1,28,PASS
1d828f42,1,29,PASS
1d828f42,1,30,PASS
1d828f42,1,31,PASS
1d828f42,1,32,PASS
1d828f42,1,33,PASS
1d828f42,1,34,PASS
1d828f42,1,35,PASS
1d828f42,1,36,PASS
1d828f42,1,37,PASS
1d828f42,1,38,PASS
1d828f42,1,39,PASS
1d828f42,1,40,PASS
1d828f42,1,41,PASS
1d828f42,1,42,PASS
1d828f42,1,43,PASS
1d828f42,1,44,PASS
1d828f42,1,45,PASS
1d828f42,1,46,PASS
1d828f42,1,47,PASS
1d828f42,1,48,PASS
1d828f42,1,49,PASS
1d828f42,1,50,PASS
1d828f42,1,51,PASS
1d828f42,1,52,PASS
1d828f42,1,53,PASS
1d828f42,1,54,PASS
1d828f42,1,55,PASS
1d828f42,1,56,PASS
1d828f42,1,57,PASS
1d828f42,1,58,PASS
1d828f42,1,59,PASS
1d828f42,1,60,PASS
1d828f42,1,61,PASS
1d828f42,1,62,PASS
1d828f42,1,63,PASS
1d828f42,1,64,PASS
1d828f42,1,65,PASS
1d828f42,1,66,PASS
1d828f42,1,67,PASS
1d828f42,1,68,PASS
1d828f42,1,69,PASS
1d828f42,1,70,PASS
1d828f42,1,71,PASS
1d828f42,1,72,PASS
1d828f42,1,73,PASS
1d828f42,1,74,PASS
1d828f42,1,75,PASS
1d828f42,1,76,PASS
1d828f42,1,77,PASS
1d828f42,1,78,PASS
1d828f42,1,79,PASS
1d828f42,1,80,PASS
1d828f42,1,81,PASS
1d828f42,1,82,PASS
1d828f42,1,83,PASS
1d828f42,1,84,PASS
1d828f42,1,85,PASS
1d828f42,1,86,PASS
1d828f42,1,87,PASS
1d828f42,1,88,PASS
1d828f42,1,89,PASS
1d828f42,1,90,PASS
1d828f42,1,91,PASS
1d828f42,1,92,PASS
1d828f42,1,93,PASS
1d828f42,1,94,PASS
1d828f42,1,95,PASS
1d828f42,1,96,PASS
1d828f42,1,97,PASS
1d828f42,1,98,PASS
1d828f42,1,99,PASS
1d828f42,1,100,PASS
1d828f42,2,1,PASS
1d828f42,2,2,PASS
1d828f42,2,3,PASS
1d828f42,2,4,PASS
1d828f42,2,5,PASS
1d828f42,2,6,PASS
1d828f42,2,7,PASS
1d828f42,2,8,PASS
1d828f42,2,9,PASS
1d828f42,2,10,PASS
1d828f42,2,11,PASS
1d828f42,2,12,PASS
1d828f42,2,13,PASS
1d828f42,2,14,FAIL
1d828f42,2,15,PASS
1d828f42,2,16,PASS
1d828f42,2,17,PASS
1d828f42,2,18,PASS
1d828f42,2,19,PASS
1d828f42,2,20,PASS
1d828f42,2,21,PASS
1d828f42,2,22,PASS
1d828f42,2,23,PASS
1d828f42,2,24,PASS
1d828f42,2,25,PASS
1d828f42,2,26,PASS
1d828f42,2,27,PASS
1d828f42,2,28,PASS
1d828f42,2,29,PASS
